Datetime,T-C,RH-%,Tdew-C,windDirection,windSpeed-m/s,pressure-mbar,solarRadiation-W/m2,
11/22/2014 7:55,-1.93,52.5,-10.35,234,1,1028.4,202,
11/22/2014 8:00,-1.93,51.6,-10.57,205,1.5,1028.3,92,
11/22/2014 8:05,-2.1,52.3,-10.56,219,1,1028.1,206,
11/22/2014 8:10,-1.7,50.9,-10.53,219,1.5,1028.2,204,
11/22/2014 8:15,-1.67,50.6,-10.57,223,1.8,1028.2,209,
11/22/2014 8:20,-1.61,49.9,-10.69,215,1.8,1028.1,229,
11/22/2014 8:25,-1.5,49.2,-10.77,204,1.8,1027.9,234,
11/22/2014 8:30,-1.36,49.1,-10.66,216,2,1027.9,252,
11/22/2014 8:35,-0.76,48.8,-10.19,236,1.3,1027.9,269,
11/22/2014 8:40,-0.31,47.8,-10.03,199,1,1027.9,279,
11/22/2014 8:45,-0.79,47.5,-10.55,197,1.5,1027.7,291,
11/22/2014 8:50,-1.04,47.2,-10.86,198,2.5,1027.7,306,
11/22/2014 8:55,-0.48,47,-10.4,205,1.5,1027.6,314,
11/22/2014 9:00,-0.14,46.6,-10.2,213,1.5,1027.4,334,
11/22/2014 9:05,-0.31,45.8,-10.57,198,1.8,1027.3,308,
11/22/2014 9:10,0.47,45.4,-9.97,212,1,1027.1,336,
11/22/2014 9:15,-0.06,45.2,-10.51,198,1.8,1027,322,
11/22/2014 9:20,-0.31,44.9,-10.82,191,2.5,1027,316,
11/22/2014 9:25,-0.23,45.2,-10.66,202,2.3,1026.9,362,
11/22/2014 9:30,0.27,44.6,-10.37,204,2.5,1026.7,396,
11/22/2014 9:35,0.55,44.7,-10.09,204,2.3,1026.7,318,
11/22/2014 9:40,0.8,44.4,-9.95,213,2,1026.7,344,
11/22/2014 9:45,0.38,44,-10.44,190,3.3,1026.6,326,
11/22/2014 9:50,0.58,43.1,-10.52,202,2.8,1026.5,301,
11/22/2014 9:55,0.55,43,-10.58,190,3.3,1026.5,374,
11/22/2014 10:00,1.07,42,-10.4,197,3.5,1026.3,534,
11/22/2014 10:05,1.13,41.6,-10.47,198,3.3,1026,346,
11/22/2014 10:10,0.91,41.5,-10.7,198,3,1025.8,278,
11/22/2014 10:15,0.74,41.1,-10.97,188,3.8,1025.5,251,
11/22/2014 10:20,0.8,41.3,-10.86,194,4,1025.8,223,
11/22/2014 10:25,0.91,41.3,-10.76,192,3.3,1025.7,196,
11/22/2014 10:30,1.15,40.9,-10.66,204,2,1025.5,198,
11/22/2014 10:35,1.26,40.8,-10.59,202,2,1025.5,193,
11/22/2014 10:40,1.45,40.5,-10.52,202,1.5,1025.4,193,
11/22/2014 10:45,1.04,40.1,-11.01,199,2.8,1025.3,186,
11/22/2014 10:50,1.4,40.2,-10.65,194,2.5,1025.1,162,
11/22/2014 10:55,1.51,40,-10.62,199,2.3,1024.9,144,
11/22/2014 11:00,1.34,39.2,-11.02,194,2.8,1024.5,139,
11/22/2014 11:05,1.45,38.8,-11.05,195,2.8,1024.5,144,
11/22/2014 11:10,1.62,38.2,-11.1,191,2.5,1024.3,151,
11/22/2014 11:15,1.8,37.8,-11.07,197,2.8,1024.2,161,
11/22/2014 11:20,1.78,37.4,-11.22,202,2.8,1023.9,177,
11/22/2014 11:25,2.16,36.9,-11.04,187,2.3,1023.8,176,
11/22/2014 11:30,2.21,36.1,-11.27,212,2.8,1023.8,191,
11/22/2014 11:35,2.29,35.5,-11.41,190,3.5,1023.3,207,
11/22/2014 11:40,3.04,35.1,-10.89,173,1,1023.2,273,
11/22/2014 11:45,2.64,33.7,-11.75,195,3.3,1023,281,
11/22/2014 11:50,2.72,33.4,-11.79,195,3.5,1022.9,242,
11/22/2014 11:55,3.04,33.3,-11.54,195,2.5,1022.7,208,
11/22/2014 12:00,3.46,32.7,-11.4,199,2.8,1022.6,504,
11/22/2014 12:05,3.54,31.6,-11.76,201,3.8,1022.3,494,
11/22/2014 12:10,3.83,31.7,-11.46,194,3.3,1022.2,483,
11/22/2014 12:15,4.4,31.2,-11.16,209,2.3,1022.2,459,
11/22/2014 12:20,4.58,30.8,-11.16,198,2,1022.1,409,
11/22/2014 12:25,4.97,29.8,-11.23,187,2.5,1022,492,
11/22/2014 12:30,5,29.2,-11.46,198,3,1021.8,431,
11/22/2014 12:35,4.61,29.8,-11.55,199,3.3,1021.7,306,
11/22/2014 12:40,4.61,29.1,-11.84,201,2,1021.7,251,
11/22/2014 12:45,4.77,29.4,-11.58,188,2.3,1021.7,203,
11/22/2014 12:50,4.61,28.6,-12.06,197,2,1021.6,233,
11/22/2014 12:55,4.61,28.9,-11.93,195,3.5,1021.4,252,
11/22/2014 13:00,4.92,28.7,-11.75,191,3,1021.4,297,
11/22/2014 13:05,5.18,27.7,-11.96,197,2.3,1021.1,203,
11/22/2014 13:10,5.41,27.9,-11.67,202,2.5,1021.1,253,
11/22/2014 13:15,5.44,26.9,-12.1,198,2.5,1021.1,178,
11/22/2014 13:20,5.67,26.4,-12.14,199,3.3,1020.8,213,
11/22/2014 13:25,5.59,26.1,-12.35,198,3,1020.7,134,
11/22/2014 13:30,5.69,25.4,-12.6,199,2.5,1020.6,137,
11/22/2014 13:35,5.62,24.4,-13.15,192,3.3,1020.5,148,
11/22/2014 13:40,5.69,23.9,-13.35,192,3.3,1020.3,161,
11/22/2014 13:45,5.8,23.3,-13.56,197,3.8,1020,281,
11/22/2014 13:50,6.28,22.8,-13.42,195,3.3,1020.2,381,
11/22/2014 13:55,6.18,23.2,-13.29,204,1.8,1020.1,169,
11/22/2014 14:00,6.31,23.6,-12.97,192,2,1019.9,147,
11/22/2014 14:05,6.28,24,-12.79,188,3.3,1019.8,143,
11/22/2014 14:10,6.2,24.2,-12.76,204,3,1019.9,138,
11/22/2014 14:15,6.48,24.4,-12.42,201,3,1019.9,148,
11/22/2014 14:20,6.69,24.5,-12.19,199,2.5,1019.9,223,
11/22/2014 14:25,7.52,24.1,-11.69,209,2.3,1019.9,301,
11/22/2014 14:30,7.34,23.5,-12.15,195,2.8,1019.8,254,
11/22/2014 14:35,7.29,23.3,-12.3,198,2.8,1019.8,224,
11/22/2014 14:40,7.54,23.2,-12.14,198,2.5,1019.9,217,
11/22/2014 14:45,7.32,23.2,-12.33,211,1.5,1019.9,114,
11/22/2014 14:50,6.91,23.2,-12.67,197,3.5,1019.7,102,
11/22/2014 14:55,6.91,23.5,-12.52,199,3.3,1019.6,77,
11/22/2014 15:00,6.86,23.2,-12.72,209,2.3,1019.8,93,
11/22/2014 15:05,6.74,23.7,-12.56,192,3,1019.5,97,
11/22/2014 15:10,6.76,24,-12.38,202,3.3,1019.4,84,
11/22/2014 15:15,6.61,24.2,-12.41,188,2.5,1019.4,66,
11/22/2014 15:20,6.71,24,-12.43,202,2.3,1019.4,74,
11/22/2014 15:25,6.46,23.5,-12.9,195,4,1019.4,48,
11/22/2014 15:30,6.38,23.6,-12.91,191,3.3,1019.4,43,
11/22/2014 15:35,6.28,23.6,-13,190,3,1019.2,38,
11/22/2014 15:40,6.26,24,-12.81,195,2,1019.3,27,
11/22/2014 15:45,6.18,24,-12.88,197,2.5,1019,23,
11/22/2014 15:50,6.08,25.3,-12.31,194,2.5,1019,18,
11/22/2014 15:55,5.97,26.1,-12.02,194,3,1018.9,16,
11/22/2014 16:00,5.9,26.5,-11.89,190,2.3,1019,14,
11/22/2014 16:05,5.74,26.6,-11.98,198,3.8,1019.1,8,
11/22/2014 16:10,5.69,27.7,-11.52,190,2.8,1019,4,
11/22/2014 16:15,5.62,29.2,-10.92,197,3.8,1019,3,
11/22/2014 16:20,5.51,29.9,-10.72,194,3.8,1019.1,6,
11/22/2014 16:25,5.46,30.8,-10.39,194,3.5,1019.2,1,
11/22/2014 16:30,5.31,31,-10.44,191,2.8,1019,1,
11/22/2014 16:35,5.21,31.9,-10.17,204,4,1018.9,1,
11/22/2014 16:40,5.15,32.9,-9.83,197,3.5,1018.9,1,
11/22/2014 16:45,5.1,33.8,-9.54,199,3,1019,1,
11/22/2014 16:50,5.02,34.8,-9.24,202,3.8,1018.9,1,
11/22/2014 16:55,4.97,35.6,-8.99,201,3.5,1019,1,
11/22/2014 17:00,4.9,36.5,-8.73,197,3,1018.9,1,
11/22/2014 17:05,4.84,37.2,-8.55,198,2.5,1018.9,1,
11/22/2014 17:10,4.74,37.7,-8.46,206,3,1018.8,1,
11/22/2014 17:15,4.69,38,-8.41,192,2.5,1018.9,1,
11/22/2014 17:20,4.64,37.9,-8.49,191,3.8,1018.6,1,
11/22/2014 17:25,4.69,38.1,-8.37,197,2,1018.6,1,
11/22/2014 17:30,4.56,38.3,-8.42,198,4,1018.4,1,
11/22/2014 17:35,4.53,38.3,-8.45,194,3,1018.3,1,
11/22/2014 17:40,4.53,38.3,-8.45,201,3.3,1018.2,1,
11/22/2014 17:45,4.56,38,-8.52,195,3.8,1018.2,1,
11/22/2014 17:50,4.58,38,-8.51,197,3.8,1018.3,1,
11/22/2014 17:55,4.51,38.1,-8.54,191,4,1018.3,1,
11/22/2014 18:00,4.53,38,-8.55,195,2.8,1018.1,1,
11/22/2014 18:05,4.48,38.3,-8.5,197,4.3,1017.9,1,
11/22/2014 18:10,4.48,38.3,-8.5,194,3.8,1017.8,1,
11/22/2014 18:15,4.51,38.4,-8.43,195,3.8,1017.5,1,
11/22/2014 18:20,4.58,38.3,-8.41,198,3.5,1017.8,1,
11/22/2014 18:25,4.66,38.3,-8.33,194,3.5,1018.1,1,
11/22/2014 18:30,4.64,38.4,-8.32,191,3.8,1018.4,1,
11/22/2014 18:35,4.64,38.3,-8.35,198,3.5,1018.2,1,
11/22/2014 18:40,4.58,38.6,-8.31,199,4.3,1018,1,
11/22/2014 18:45,4.64,38.8,-8.19,198,3,1017.8,1,
11/22/2014 18:50,4.69,38.7,-8.17,192,2.8,1017.8,1,
11/22/2014 18:55,4.66,38.7,-8.2,201,2.5,1017.9,1,
11/22/2014 19:00,4.74,38.6,-8.16,190,3.3,1018,1,
11/22/2014 19:05,4.71,38.7,-8.16,195,3.5,1017.8,1,
11/22/2014 19:10,4.79,39,-7.98,198,2.3,1017.9,1,
11/22/2014 19:15,4.71,39.1,-8.02,208,2.8,1017.6,1,
11/22/2014 19:20,4.69,39.2,-8.01,202,3.3,1017.7,1,
11/22/2014 19:25,4.69,39.5,-7.91,195,4,1017.6,1,
11/22/2014 19:30,4.66,39.7,-7.87,199,3.3,1017.5,1,
11/22/2014 19:35,4.66,40,-7.78,199,3,1017.5,1,
11/22/2014 19:40,4.71,40.2,-7.67,194,3.5,1017.5,1,
11/22/2014 19:45,4.66,40.5,-7.62,192,4.8,1017.2,1,
11/22/2014 19:50,4.61,40.9,-7.53,202,4,1017.1,1,
11/22/2014 19:55,4.58,41.2,-7.47,198,3.5,1017.1,1,
11/22/2014 20:00,4.58,41.6,-7.34,199,3.8,1017,1,
11/22/2014 20:05,4.58,41.8,-7.28,195,3.3,1017.1,1,
11/22/2014 20:10,4.53,42.2,-7.2,190,2.5,1017.2,1,
11/22/2014 20:15,4.58,42.5,-7.07,206,3,1017.2,1,
11/22/2014 20:20,4.53,42.7,-7.05,199,2.5,1017.4,1,
11/22/2014 20:25,4.53,42.9,-6.99,194,1.5,1017.3,1,
11/22/2014 20:30,4.58,43.1,-6.88,198,2.5,1017.5,1,
11/22/2014 20:35,4.53,43.4,-6.84,206,2.3,1017.5,1,
11/22/2014 20:40,4.56,43.6,-6.75,194,3,1017.2,1,
11/22/2014 20:45,4.58,43.7,-6.7,202,2.8,1017.5,1,
11/22/2014 20:50,4.61,43.7,-6.68,204,2.3,1017.3,1,
11/22/2014 20:55,4.66,43.7,-6.63,199,2.8,1017.1,1,
11/22/2014 21:00,4.69,43.7,-6.6,197,3.3,1017.3,1,
11/22/2014 21:05,4.77,43.7,-6.53,190,2.3,1017,1,
11/22/2014 21:10,4.77,43.7,-6.53,199,3,1016.8,1,
11/22/2014 21:15,4.84,43.7,-6.47,195,3.3,1016.8,1,
11/22/2014 21:20,4.92,43.7,-6.39,195,3,1016.6,1,
11/22/2014 21:25,5.05,43.6,-6.31,195,3.3,1016.6,1,
11/22/2014 21:30,5.13,43.4,-6.29,197,4,1016.5,1,
11/22/2014 21:35,5.26,43.2,-6.23,195,4,1016.4,1,
11/22/2014 21:40,5.28,43.1,-6.25,198,3.8,1016.5,1,
11/22/2014 21:45,5.33,43.1,-6.2,202,3.5,1016.3,1,
11/22/2014 21:50,5.39,43,-6.18,201,4,1016.4,1,
11/22/2014 21:55,5.33,43.2,-6.17,206,2.8,1016.4,1,
11/22/2014 22:00,5.31,43.3,-6.16,199,3,1016.6,1,
11/22/2014 22:05,5.39,43.3,-6.09,190,3,1016.5,1,
11/22/2014 22:10,5.31,43.5,-6.1,197,3.3,1016.4,1,
11/22/2014 22:15,5.33,43.8,-5.99,192,2.3,1016.4,1,
11/22/2014 22:20,5.31,43.8,-6.01,202,3.8,1016.3,1,
11/22/2014 22:25,5.33,44.1,-5.9,198,3.5,1016.4,1,
11/22/2014 22:30,5.26,44.4,-5.88,204,2.3,1016.5,1,
11/22/2014 22:35,5.26,44.6,-5.82,190,2.3,1016.6,1,
11/22/2014 22:40,5.26,44.8,-5.76,199,2.5,1016.7,1,
11/22/2014 22:45,5.28,45.1,-5.65,195,2.5,1016.8,1,
11/22/2014 22:50,5.31,45.2,-5.6,199,2.3,1016.9,1,
11/22/2014 22:55,5.31,45.3,-5.57,201,2.3,1016.9,1,
11/22/2014 23:00,5.33,45.3,-5.55,191,2.8,1016.8,1,
11/22/2014 23:05,5.31,45.5,-5.51,204,2.5,1016.7,1,
11/22/2014 23:10,5.36,45.6,-5.44,192,2.5,1016.9,1,
11/22/2014 23:15,5.33,45.8,-5.41,198,2,1016.8,1,
11/22/2014 23:20,5.31,45.9,-5.4,202,2.3,1016.6,1,
11/22/2014 23:25,5.33,46,-5.35,202,2,1016.7,1,
11/22/2014 23:30,5.39,46.1,-5.26,199,1.8,1016.6,1,
11/22/2014 23:35,5.39,46.1,-5.26,206,2.3,1016.4,1,
11/22/2014 23:40,5.49,46,-5.2,204,2.3,1016.4,1,
11/22/2014 23:45,5.46,46.1,-5.2,181,1.5,1016.4,1,
11/22/2014 23:50,5.51,46.1,-5.15,195,2.3,1016.4,1,
11/22/2014 23:55,5.51,46.1,-5.15,208,1.8,1016.5,1,
11/23/2014 0:00,5.51,46.3,-5.1,211,1.8,1016.6,1,
11/23/2014 0:05,5.64,46,-5.06,209,2.3,1016.7,1,
11/23/2014 0:10,5.59,46,-5.11,208,1.8,1016.7,1,
11/23/2014 0:15,5.62,46,-5.08,206,1.5,1016.6,1,
11/23/2014 0:20,5.64,46,-5.06,205,1.5,1016.6,1,
11/23/2014 0:25,5.64,45.9,-5.09,209,1.3,1016.5,1,
11/23/2014 0:30,5.74,45.8,-5.03,211,1.5,1016.4,1,
11/23/2014 0:35,5.77,45.7,-5.03,205,1.8,1016.4,1,
11/23/2014 0:40,5.9,45.3,-5.03,192,2,1016.3,1,
11/23/2014 0:45,5.9,45.3,-5.03,202,1.3,1016.2,1,
11/23/2014 0:50,5.92,45.2,-5.04,218,1.3,1016.2,1,
11/23/2014 0:55,5.92,45.3,-5.01,225,1,1016.2,1,
11/23/2014 1:00,5.97,45.3,-4.96,205,1.5,1016.3,1,
11/23/2014 1:05,6.08,45,-4.95,204,1.8,1016.4,1,
11/23/2014 1:10,6.13,45,-4.91,199,1.5,1016.5,1,
11/23/2014 1:15,6.18,45,-4.86,205,1.8,1016.4,1,
11/23/2014 1:20,6.26,44.9,-4.82,191,2.3,1016.4,1,
11/23/2014 1:25,6.31,44.8,-4.8,198,1.8,1016.4,1,
11/23/2014 1:30,6.33,45,-4.72,206,1.8,1016.6,1,
11/23/2014 1:35,6.38,45.1,-4.65,194,2,1016.4,1,
11/23/2014 1:40,6.43,45.2,-4.57,198,2.8,1016.6,1,
11/23/2014 1:45,6.53,45.3,-4.45,201,2.5,1016.8,1,
11/23/2014 1:50,6.61,45.4,-4.35,190,1.5,1016.7,1,
11/23/2014 1:55,6.61,45.5,-4.32,192,1.8,1016.8,1,
11/23/2014 2:00,6.66,45.8,-4.19,215,1.5,1016.6,1,
11/23/2014 2:05,6.71,45.9,-4.11,213,1.5,1016.7,1,
11/23/2014 2:10,6.74,46.1,-4.03,192,1.3,1016.7,1,
11/23/2014 2:15,6.76,46.4,-3.92,201,1.3,1016.9,1,
11/23/2014 2:20,6.86,46.4,-3.83,202,1.8,1016.9,1,
11/23/2014 2:25,6.89,46.5,-3.78,192,1.8,1016.8,1,
11/23/2014 2:30,6.86,46.8,-3.72,208,1,1016.9,1,
11/23/2014 2:35,6.86,46.9,-3.69,194,1.3,1017,1,
11/23/2014 2:40,6.86,47.2,-3.6,194,1.5,1017,1,
11/23/2014 2:45,6.89,47.3,-3.55,199,2,1016.9,1,
11/23/2014 2:50,6.94,47.5,-3.45,194,2.5,1016.9,1,
11/23/2014 2:55,6.96,47.8,-3.34,197,2.5,1016.8,1,
11/23/2014 3:00,6.99,48.1,-3.23,191,2.3,1016.8,1,
11/23/2014 3:05,7.04,48.1,-3.19,194,2.3,1016.7,1,
11/23/2014 3:10,7.04,48.3,-3.13,192,2.3,1016.7,1,
11/23/2014 3:15,7.12,48.3,-3.06,199,2.3,1016.8,1,
11/23/2014 3:20,7.07,48.5,-3.05,201,1.5,1016.7,1,
11/23/2014 3:25,7.09,48.6,-3,192,2,1016.8,1,
11/23/2014 3:30,7.12,48.6,-2.97,192,2.3,1016.8,1,
11/23/2014 3:35,7.09,48.6,-3,206,1.5,1016.8,1,
11/23/2014 3:40,7.04,48.8,-2.99,197,1.3,1017,1,
11/23/2014 3:45,7.04,48.7,-3.02,209,1.5,1016.9,1,
11/23/2014 3:50,7.09,48.4,-3.06,205,1.3,1017,1,
11/23/2014 3:55,7.09,48.4,-3.06,211,1.8,1016.9,1,
11/23/2014 4:00,7.09,48.5,-3.03,209,1.3,1017,1,
11/23/2014 4:05,7.12,48.7,-2.95,216,1.5,1017.1,1,
11/23/2014 4:10,7.14,48.7,-2.93,201,2.3,1017.1,1,
11/23/2014 4:15,7.17,49.2,-2.76,195,2,1016.9,1,
11/23/2014 4:20,7.07,50.1,-2.61,201,1.5,1017.1,1,
11/23/2014 4:25,7.09,50.2,-2.57,202,2,1017,1,
11/23/2014 4:30,7.04,50.3,-2.59,211,1.8,1017.1,1,
11/23/2014 4:35,7.02,50.5,-2.55,204,1.8,1017,1,
11/23/2014 4:40,6.99,50.9,-2.47,202,1.5,1017.1,1,
11/23/2014 4:45,6.99,51.1,-2.42,204,2,1017.1,1,
11/23/2014 4:50,6.96,51.5,-2.34,198,1.3,1017.1,1,
11/23/2014 4:55,6.91,52,-2.26,201,1.8,1017,1,
11/23/2014 5:00,6.89,52.2,-2.22,187,2.3,1017,1,
11/23/2014 5:05,6.81,52.1,-2.33,192,2,1016.9,1,
11/23/2014 5:10,6.71,52.1,-2.42,192,1.5,1017,1,
11/23/2014 5:15,6.66,52.2,-2.44,199,2,1017.1,1,
11/23/2014 5:20,6.61,52.3,-2.46,199,2,1017.1,1,
11/23/2014 5:25,6.53,52.3,-2.53,206,1.3,1017.1,1,
11/23/2014 5:30,6.48,52.4,-2.55,197,1.8,1017,1,
11/23/2014 5:35,6.46,52.3,-2.6,205,2,1017,1,
11/23/2014 5:40,6.46,52,-2.68,194,2.8,1017,1,
11/23/2014 5:45,6.41,51.9,-2.75,192,2.5,1017.1,1,
11/23/2014 5:50,6.36,52.1,-2.74,197,1.8,1017.1,1,
11/23/2014 5:55,6.36,52.4,-2.67,198,2,1017,1,
11/23/2014 6:00,6.31,52.9,-2.58,199,1.8,1017.2,1,
11/23/2014 6:05,6.28,53.7,-2.41,194,2,1017.1,1,
11/23/2014 6:10,6.28,54.3,-2.26,194,2.3,1017.2,1,
11/23/2014 6:15,6.31,55.3,-1.99,194,2.8,1017.2,1,
11/23/2014 6:20,6.28,55.7,-1.92,197,2.3,1017.3,1,
11/23/2014 6:25,6.26,55.9,-1.89,188,2,1017.3,1,
11/23/2014 6:30,6.28,55.9,-1.87,192,1.8,1017.5,1,
11/23/2014 6:35,6.31,56,-1.81,187,2,1017.6,1,
11/23/2014 6:40,6.26,56.2,-1.81,194,1.5,1017.6,4,
11/23/2014 6:45,6.26,56.4,-1.77,187,1.3,1017.7,12,
11/23/2014 6:50,6.28,56.4,-1.75,199,1.3,1017.7,21,
11/23/2014 6:55,6.36,56,-1.77,191,1.5,1017.8,17,
11/23/2014 7:00,6.38,55.9,-1.77,192,1.3,1017.9,16,
11/23/2014 7:05,6.36,55.9,-1.79,213,0.8,1017.9,28,
11/23/2014 7:10,6.51,55.4,-1.77,209,0.5,1018,27,
11/23/2014 7:15,6.43,55,-1.95,198,0.8,1018.1,23,
11/23/2014 7:20,6.41,54.7,-2.04,190,1,1018.1,17,
11/23/2014 7:25,6.41,54.3,-2.14,199,1.3,1018,19,
11/23/2014 7:30,6.41,53.8,-2.26,218,1.3,1018,24,
11/23/2014 7:35,6.48,53.4,-2.3,195,1,1018.1,33,
11/23/2014 7:40,6.53,52.8,-2.41,195,1.3,1018.1,51,
11/23/2014 7:45,6.79,51.7,-2.45,191,2,1018,63,
11/23/2014 7:50,6.66,51.8,-2.54,202,1.3,1018.1,49,
11/23/2014 7:55,6.79,51.2,-2.58,198,1.8,1018.2,71,
11/23/2014 8:00,7.02,50.5,-2.55,194,2,1018.4,118,
11/23/2014 8:05,7.14,49.8,-2.63,188,2.3,1018.5,114,
11/23/2014 8:10,7.27,49.3,-2.64,199,1.8,1018.5,74,
11/23/2014 8:15,7.32,48.9,-2.71,191,2,1018.5,72,
11/23/2014 8:20,7.39,48.6,-2.73,201,1.8,1018.7,72,
11/23/2014 8:25,7.52,48.4,-2.66,204,1.3,1018.8,94,
11/23/2014 8:30,7.59,48.2,-2.65,205,1.8,1018.8,91,
11/23/2014 8:35,7.72,47.7,-2.67,209,1.3,1018.8,96,
11/23/2014 8:40,7.87,47.6,-2.56,218,1.3,1018.9,86,
11/23/2014 8:45,7.95,47.3,-2.58,195,1,1018.8,97,
11/23/2014 8:50,8.02,47,-2.6,201,1,1018.9,116,
11/23/2014 8:55,8.44,46.2,-2.44,195,1.8,1018.5,353,
11/23/2014 9:00,8.42,45.7,-2.61,183,2,1018.7,111,
11/23/2014 9:05,8.39,46,-2.55,191,1.8,1018.7,112,
11/23/2014 9:10,8.54,45.7,-2.5,197,2,1018.7,122,
11/23/2014 9:15,8.94,45.1,-2.31,201,2.3,1018.6,379,
11/23/2014 9:20,9.24,44.6,-2.19,199,1.8,1018.8,242,
11/23/2014 9:25,10.3,43.8,-1.47,181,0.5,1018.8,228,
11/23/2014 9:30,10.57,42.9,-1.51,188,0.8,1018.6,404,
11/23/2014 9:35,10.39,42.9,-1.67,208,1,1018.8,462,
11/23/2014 9:40,10.2,43.1,-1.78,201,1,1018.9,162,
11/23/2014 9:45,10,44.4,-1.56,206,1.3,1019,149,
11/23/2014 9:50,9.73,44.6,-1.74,192,1.3,1019,143,
11/23/2014 9:55,9.78,45.2,-1.52,191,1.3,1019.2,141,
11/23/2014 10:00,9.56,44.6,-1.9,197,0.8,1019.1,99,
11/23/2014 10:05,9.39,45.6,-1.75,188,2,1019.1,97,
11/23/2014 10:10,9.53,45.8,-1.57,198,1.5,1019,438,
11/23/2014 10:15,10.69,43.9,-1.09,188,1,1019.1,381,
11/23/2014 10:20,10.47,43.6,-1.38,195,1.8,1018.9,384,
11/23/2014 10:25,10.83,43.5,-1.08,208,1.5,1019.1,382,
11/23/2014 10:30,10.76,43.7,-1.08,197,1.5,1018.8,451,
11/23/2014 10:35,11.61,43,-0.53,153,0.5,1018.9,312,
11/23/2014 10:40,12.05,42.1,-0.42,190,0.5,1018.8,402,
11/23/2014 10:45,11.78,42.3,-0.6,185,1,1018.7,397,
11/23/2014 10:50,12.29,42,-0.24,178,0.8,1018.7,399,
11/23/2014 10:55,12.22,41.9,-0.34,173,1.3,1018.7,402,
11/23/2014 11:00,12.39,42.3,-0.05,191,0.8,1018.3,406,
11/23/2014 11:05,12.27,43,0.06,243,1.3,1018.1,406,
11/23/2014 11:10,12.22,43.9,0.31,211,2,1018.2,406,
11/23/2014 11:15,12.7,43,0.45,232,1.5,1018.2,407,
11/23/2014 11:20,12.85,43,0.59,185,1.8,1018.1,407,
11/23/2014 11:25,13.43,43.4,1.24,222,1.3,1018.1,406,
11/23/2014 11:30,13.4,44.6,1.6,223,2.5,1018,406,
11/23/2014 11:35,13.43,45.3,1.84,250,3,1017.9,404,
11/23/2014 11:40,13.38,47.4,2.43,256,3.8,1017.7,404,
11/23/2014 11:45,13.71,46.7,2.52,244,3.3,1017.7,403,
11/23/2014 11:50,14.03,47.2,2.97,267,3.3,1017.6,403,
11/23/2014 11:55,14.27,47.3,3.22,268,2,1017.5,399,
11/23/2014 12:00,14.51,46.5,3.19,247,2,1017.5,397,
11/23/2014 12:05,13.93,48.3,3.2,251,4.5,1017.5,393,
11/23/2014 12:10,14.36,47.6,3.39,256,4.5,1017.4,393,
11/23/2014 12:15,14.15,48.6,3.49,256,6,1017.6,392,
11/23/2014 12:20,15.13,47.1,3.94,257,2,1017.5,496,
11/23/2014 12:25,14.51,47.9,3.61,244,3,1017.5,362,
11/23/2014 12:30,14.65,47.4,3.59,247,2.3,1017.5,279,
11/23/2014 12:35,14.48,48.5,3.76,254,3.5,1017.3,374,
11/23/2014 12:40,14.39,48.6,3.71,247,2.8,1017.6,114,
11/23/2014 12:45,14.1,48.8,3.5,250,3.8,1017.8,243,
11/23/2014 12:50,14.1,49,3.56,250,3,1017.9,178,
11/23/2014 12:55,14.1,49.1,3.59,254,3,1017.9,176,
11/23/2014 13:00,14.84,48.3,4.04,244,1.3,1017.7,464,
11/23/2014 13:05,14.98,47.8,4.02,253,2.5,1017.5,331,
11/23/2014 13:10,15.2,46.1,3.7,232,1.8,1017.7,243,
11/23/2014 13:15,15.39,45.9,3.81,232,1.3,1017.7,343,
11/23/2014 13:20,15.46,45.9,3.88,216,2,1017.5,272,
11/23/2014 13:25,15.6,46.3,4.13,241,1.5,1017.4,308,
11/23/2014 13:30,14.77,47,3.58,244,3.5,1017.2,81,
11/23/2014 13:35,14.67,47.7,3.7,256,3.5,1017.2,287,
11/23/2014 13:40,14.58,47.6,3.59,253,3,1017.6,77,
11/23/2014 13:45,14.84,47.7,3.86,237,0.8,1017.7,84,
11/23/2014 13:50,15.58,45.8,3.96,215,0.8,1017.4,257,
11/23/2014 13:55,15.72,45.9,4.11,257,2.3,1017.4,249,
11/23/2014 14:00,15.46,45.9,3.88,232,2,1017.4,114,
11/23/2014 14:05,15.25,46.4,3.84,247,1.5,1017.5,87,
11/23/2014 14:10,15.17,46.6,3.83,220,1.8,1017.7,117,
11/23/2014 14:15,15.51,46.2,4.02,197,1.5,1017.8,186,
11/23/2014 14:20,15.65,45.6,3.96,237,1.5,1017.7,197,
11/23/2014 14:25,15.75,45.2,3.92,208,1.3,1017.7,176,
11/23/2014 14:30,15.96,45.3,4.15,226,0.5,1017.7,181,
11/23/2014 14:35,15.58,45.5,3.86,187,1.3,1017.5,146,
11/23/2014 14:40,15.39,46.4,3.97,191,0.8,1017.4,146,
11/23/2014 14:45,15.1,46.6,3.76,183,1,1017.8,62,
11/23/2014 14:50,15.1,46.9,3.86,187,1.3,1017.9,83,
11/23/2014 14:55,14.89,47.3,3.78,183,1.3,1018,54,
11/23/2014 15:00,14.84,47.5,3.8,188,0.8,1018.1,39,
11/23/2014 15:05,14.77,47.8,3.82,194,0.8,1018,48,
11/23/2014 15:10,14.91,47.7,3.92,191,0.3,1018.1,57,
11/23/2014 15:15,14.94,47.6,3.92,191,0,1017.9,37,
